Index,SentenceStructure,NumIndependentClauses,NumDependentClauses,HasParticipialPhrase,HasHangingParticiple,AvgSentenceLength,SentenceLengthVariance,UsesPassiveVoice,ClauseEmbeddingDepth,TypeTokenRatio,NumIdioms,SentenceStartRepetition
18944,2,17,15,1,0,23.35,297.36,1,3.0,0.43,0,0.0
18945,2,37,20,1,0,17.98,211.99,1,3.0,0.47,0,1.0
18946,2,28,18,1,0,20.02,235.86,1,3.0,0.45,0,1.0
18947,2,18,17,1,0,26.09,381.47,1,3.0,0.41,0,1.0
18948,2,15,7,1,0,16.68,79.75,1,2.0,0.51,1,1.0
18949,2,38,21,1,0,17.68,170.14,1,3.0,0.47,0,1.0
18950,2,38,28,1,0,22.64,222.15,1,3.0,0.45,0,1.0
18951,2,21,11,1,0,23.63,242.58,1,2.0,0.54,1,1.0
18952,2,41,16,1,0,20.72,187.43,1,2.0,0.49,0,1.0
18953,2,34,13,1,0,19.55,115.24,1,2.0,0.48,0,1.0
18954,2,16,12,1,0,26.5,220.37,1,3.0,0.46,0,1.0
18955,2,8,7,0,0,20.6,69.29,1,2.0,0.51,0,1.0
18956,2,18,12,1,0,24.3,235.24,1,2.0,0.47,1,1.0
18957,2,23,21,1,0,21.6,109.44,1,2.0,0.48,1,0.0
18958,2,22,20,1,0,23.4,91.54,1,2.0,0.48,1,1.0
18959,2,17,17,1,0,24.8,113.96,1,2.0,0.47,1,1.0
18960,2,35,11,1,0,16.9,51.39,1,2.0,0.44,1,1.0
18961,2,15,13,1,0,26.1,68.89,1,2.0,0.51,1,0.0
18962,2,20,10,1,0,23.5,75.12,1,2.0,0.46,1,1.0
18963,2,40,16,1,0,19.4,77.96,1,2.0,0.41,1,1.0
18964,2,27,19,1,0,27.8,107.18,1,2.0,0.45,1,1.0
18965,2,23,13,1,0,22.4,42.66,1,2.0,0.41,1,1.0
18966,2,23,16,1,0,27.1,98.48,1,2.0,0.45,1,1.0
18967,2,20,20,1,0,27.9,88.89,1,2.0,0.46,1,0.0
18968,2,32,12,1,0,18.5,43.22,1,2.0,0.45,1,1.0
18969,2,30,11,1,0,17.2,52.43,1,2.0,0.45,1,1.0
18970,2,17,13,1,0,21.8,312.63,0,2.0,0.49,0,1.0
18971,2,26,22,1,0,21.02,192.08,1,2.0,0.47,0,1.0
18972,2,18,13,1,0,26.81,263.21,1,2.0,0.49,0,1.0
18973,2,21,18,1,0,28.26,203.86,1,2.0,0.44,0,1.0
18974,2,16,11,1,0,26.63,139.33,1,2.0,0.51,0,1.0
18975,2,10,12,1,0,26.77,142.11,1,2.0,0.5,0,1.0
18976,2,8,5,1,0,28.31,212.09,1,1.0,0.55,0,0.0
18977,2,12,14,1,0,29.48,178.14,1,2.0,0.52,0,1.0
18978,2,33,20,1,0,22.75,149.98,1,1.0,0.41,0,1.0
18979,2,22,15,1,0,23.05,96.55,1,2.0,0.47,0,1.0
18980,2,11,10,1,0,28.86,167.57,1,2.0,0.54,0,1.0
18981,2,15,12,1,0,29.3,192.87,1,2.0,0.49,0,1.0
18982,2,15,8,1,0,25.09,70.35,1,1.0,0.5,0,1.0
18983,2,18,16,1,0,26.09,122.99,1,2.0,0.52,0,1.0
18984,2,23,26,1,0,24.03,141.25,1,3.0,0.44,2,1.0
18985,2,23,11,1,0,18.88,115.68,0,2.0,0.57,0,1.0
18986,2,21,21,1,0,20.05,124.53,1,3.0,0.55,0,1.0
18987,2,14,12,1,0,28.54,61.28,1,3.0,0.51,0,1.0
18988,2,21,13,1,0,26.5,58.88,1,3.0,0.52,0,1.0
18989,2,12,7,1,0,25.94,43.81,1,2.0,0.62,0,1.0
18990,2,10,10,1,0,27.2,47.76,1,2.0,0.68,0,1.0
18991,2,21,9,1,0,24.63,96.57,1,2.0,0.56,1,1.0
18992,2,15,21,1,0,27.03,80.0,1,3.0,0.53,0,1.0
18993,2,13,13,1,0,31.23,58.76,1,3.0,0.52,0,1.0
18994,2,26,17,1,0,22.91,84.9,1,3.0,0.61,0,1.0
18995,2,19,14,1,0,17.18,58.66,1,2.0,0.5,0,1.0
18996,2,20,14,1,0,21.29,54.51,1,3.0,0.56,0,1.0
18997,2,16,13,1,0,25.14,49.53,1,3.0,0.57,0,1.0
18998,2,11,11,1,0,26.23,109.75,1,2.0,0.47,0,0.0
18999,2,21,17,1,0,23.34,92.45,1,2.0,0.49,0,1.0
19000,2,16,10,1,0,20.77,57.32,1,1.0,0.56,0,1.0
19001,2,14,16,1,0,26.83,65.74,1,2.0,0.53,0,1.0
19002,2,25,15,1,0,25.6,72.89,1,2.0,0.5,0,0.0
19003,2,10,13,1,0,23.13,56.37,1,2.0,0.56,0,1.0
19004,2,16,6,0,0,15.73,26.21,0,1.0,0.52,0,1.0
19005,2,15,14,1,0,23.62,64.9,1,2.0,0.57,0,1.0
19006,2,14,17,1,0,30.52,87.57,1,2.0,0.53,0,1.0
19007,2,14,11,1,0,23.48,58.43,1,2.0,0.61,0,1.0
19008,2,15,12,1,0,23.04,56.29,1,2.0,0.56,0,1.0
19009,2,13,10,1,0,25.82,59.17,1,2.0,0.59,0,1.0
19010,2,18,6,0,0,17.88,32.13,1,1.0,0.54,0,1.0
19011,2,14,14,1,0,27.25,76.19,1,2.0,0.54,0,1.0
19012,2,12,14,1,0,25.31,76.67,1,2.0,0.47,0,1.0
19013,2,31,15,1,0,17.43,34.92,1,2.0,0.53,1,1.0
19014,2,10,8,1,0,24.83,77.75,1,1.0,0.55,0,1.0
19015,2,4,7,1,0,38.0,68.0,1,2.0,0.65,0,1.0
19016,2,27,18,1,0,21.04,53.85,1,2.0,0.53,0,1.0
19017,2,14,12,1,0,21.04,56.34,1,2.0,0.64,0,1.0
19018,2,13,12,1,0,27.32,53.26,1,2.0,0.56,0,1.0
19019,2,11,14,1,0,31.16,67.72,1,2.0,0.57,0,1.0
19020,2,16,11,1,0,30.26,74.03,1,2.0,0.55,0,1.0
19021,2,17,13,1,0,20.57,57.77,1,2.0,0.61,1,1.0
19022,2,8,8,1,0,35.0,66.86,1,2.0,0.63,0,1.0
19023,2,11,7,1,0,23.0,49.92,0,2.0,0.61,0,1.0
19024,2,33,20,1,0,23.72,53.12,1,2.0,0.55,0,1.0
19025,2,4,6,1,0,32.2,66.44,1,2.0,0.67,0,1.0
19026,2,9,13,1,0,24.5,164.65,1,3.0,0.56,0,1.0
19027,2,11,12,1,0,22.65,123.8,1,3.0,0.58,0,1.0
19028,2,13,10,1,0,23.26,141.23,1,2.0,0.55,0,1.0
19029,2,21,18,1,0,20.51,85.63,1,2.0,0.57,0,1.0
19030,2,13,6,0,0,21.05,72.39,1,2.0,0.64,0,1.0
19031,2,11,8,1,0,24.15,85.48,1,2.0,0.57,0,1.0
19032,2,19,15,1,0,24.32,143.5,1,2.0,0.57,0,1.0
19033,2,15,10,1,0,20.12,70.7,1,2.0,0.59,0,1.0
19034,2,13,9,1,0,25.09,63.54,1,2.0,0.56,0,1.0
19035,2,4,4,1,0,36.33,236.22,1,2.0,0.65,0,1.0
19036,2,10,13,1,0,21.04,68.5,1,2.0,0.56,0,1.0
19037,2,13,14,1,0,19.81,43.18,1,2.0,0.66,0,1.0
19038,2,11,11,1,0,18.86,55.54,1,2.0,0.58,0,1.0
19039,2,12,10,1,0,25.59,89.4,1,2.0,0.62,0,1.0
19040,2,9,8,1,0,25.15,620.29,1,3.0,0.57,2,1.0
19041,2,23,19,1,0,25.65,433.39,1,4.0,0.5,2,1.0
19042,2,26,11,0,0,17.14,131.43,1,3.0,0.62,1,1.0
19043,2,14,9,0,0,18.61,133.36,0,2.0,0.68,0,1.0
19044,2,13,12,1,0,32.8,302.96,1,3.0,0.58,0,1.0
19045,2,13,10,1,0,29.04,217.18,1,3.0,0.63,2,1.0
19046,2,14,14,1,0,23.39,174.67,1,3.0,0.56,1,1.0
19047,2,19,21,1,0,30.9,454.79,1,4.0,0.53,1,1.0
19048,2,14,11,1,0,33.72,359.74,1,3.0,0.56,0,1.0
19049,2,23,13,1,0,22.22,109.99,1,3.0,0.57,0,1.0
19050,2,30,15,1,0,17.31,101.6,1,3.0,0.63,1,1.0
19051,2,6,8,1,0,27.0,298.4,1,3.0,0.66,0,1.0
19052,2,30,18,1,0,17.23,97.26,1,3.0,0.55,0,1.0
19053,2,22,16,1,0,20.42,144.52,1,3.0,0.6,0,1.0
19054,2,13,8,1,0,23.73,115.42,1,3.0,0.52,1,1.0
19055,2,30,9,1,0,16.05,23.21,1,2.0,0.52,0,1.0
19056,2,24,7,1,0,18.61,42.62,1,2.0,0.53,0,1.0
19057,2,12,6,1,0,23.06,69.87,1,3.0,0.61,0,0.0
19058,2,22,11,1,0,25.61,49.75,1,2.0,0.57,0,0.0
19059,2,13,5,1,0,21.89,24.49,1,2.0,0.62,0,0.0
19060,2,26,9,1,0,20.09,36.41,1,2.0,0.49,0,1.0
19061,2,15,8,1,0,27.3,48.3,1,2.0,0.61,0,0.0
19062,2,16,8,1,0,31.04,54.62,1,2.0,0.54,0,0.0
19063,2,34,20,1,0,27.17,80.56,1,3.0,0.53,0,0.0
19064,2,19,8,1,0,17.67,38.26,1,3.0,0.56,0,1.0
19065,2,18,8,1,0,24.58,35.7,1,2.0,0.57,0,0.0
19066,2,20,8,1,0,25.18,27.76,1,2.0,0.59,0,0.0
19067,2,12,9,1,0,21.14,47.44,1,3.0,0.54,0,0.0
19068,2,28,25,1,0,20.23,212.37,1,1.37,0.52,2,1.0
19069,2,11,18,1,0,22.9,252.71,1,1.76,0.55,1,0.0
19070,2,24,11,1,0,12.51,50.03,1,1.11,0.59,0,1.0
19071,2,11,17,1,0,25.82,143.29,1,1.36,0.67,0,1.0
19072,2,15,27,1,0,29.12,322.19,1,1.88,0.57,2,1.0
19073,2,3,7,1,0,41.7,1404.3,1,2.2,0.71,1,0.0
19074,2,13,17,1,0,30.6,157.76,1,1.37,0.61,0,1.0
19075,2,12,17,1,0,34.55,245.23,1,1.69,0.6,1,1.0
19076,2,13,19,1,0,38.84,474.08,1,1.47,0.56,1,1.0
19077,2,27,24,1,0,22.92,98.29,1,1.18,0.55,0,1.0
19078,2,15,19,0,0,30.35,251.19,1,1.65,0.55,0,1.0
19079,2,16,16,1,0,22.5,81.72,1,1.31,0.6,0,1.0
19080,2,14,23,1,0,32.81,205.68,1,1.62,0.57,0,1.0
19081,2,11,14,1,0,31.36,167.79,1,1.44,0.61,0,1.0
19082,2,15,8,1,0,23.65,280.98,1,2.0,0.51,0,1.0
19083,2,22,11,1,0,20.61,82.24,1,2.0,0.52,0,0.0
19084,2,25,13,1,0,15.26,46.29,1,2.0,0.6,0,1.0
19085,2,7,4,1,0,24.55,149.78,1,2.0,0.67,0,1.0
19086,2,16,9,1,0,25.08,136.94,1,2.0,0.59,0,1.0
19087,2,18,11,1,0,29.0,127.57,1,2.0,0.58,0,1.0
19088,2,16,9,1,0,31.36,367.16,1,2.0,0.46,0,1.0
19089,2,7,5,1,0,25.08,36.83,1,2.0,0.68,0,1.0
19090,2,15,9,1,0,22.71,42.12,1,2.0,0.63,0,1.0
19091,2,15,15,1,0,28.33,92.03,1,3.0,0.56,0,1.0
19092,2,14,13,1,0,33.81,170.78,1,3.0,0.53,0,1.0
19093,2,14,13,1,0,36.22,144.42,1,3.0,0.57,0,1.0
19094,2,24,12,1,0,27.78,87.45,1,2.0,0.55,0,1.0
19095,2,15,14,1,0,32.03,122.94,1,3.0,0.55,0,1.0
19096,2,17,15,1,0,26.88,156.43,1,3.0,0.54,0,1.0
19097,2,37,28,1,0,21.43,121.79,1,3.0,0.52,0,1.0
19098,2,11,7,1,0,22.33,43.22,0,2.0,0.58,0,0.0
19099,2,21,14,1,0,17.4,44.78,1,3.0,0.53,0,1.0
19100,2,28,23,1,0,25.71,140.03,1,3.0,0.46,1,1.0
19101,2,42,31,1,0,20.52,69.04,1,3.0,0.53,0,1.0
19102,2,23,13,1,0,24.17,59.44,1,2.0,0.56,0,1.0
19103,2,14,9,1,0,24.3,34.18,1,2.0,0.58,0,1.0
19104,2,16,15,1,0,25.0,53.69,1,3.0,0.57,0,1.0
19105,2,16,15,1,0,16.0,19.32,1,3.0,0.57,0,1.0
19106,2,15,16,1,0,25.74,133.03,1,4.0,0.53,0,1.0
19107,2,4,6,1,0,29.25,41.19,1,2.0,0.68,0,1.0
19108,2,18,18,1,0,22.78,42.53,1,3.0,0.56,0,1.0
19109,2,19,16,1,0,27.2,77.46,1,3.0,0.59,0,1.0
19110,2,11,6,1,0,23.31,123.46,1,2.0,0.54,0,1.0
19111,2,37,25,1,0,16.06,100.26,1,2.0,0.52,0,1.0
19112,2,19,14,1,0,23.24,115.75,1,2.0,0.52,0,1.0
19113,2,21,16,1,0,29.16,250.56,1,2.0,0.55,0,1.0
19114,2,17,9,0,0,13.54,36.31,1,1.0,0.58,0,1.0
19115,2,4,4,1,0,25.5,114.75,1,1.0,0.59,0,0.0
19116,2,20,19,1,0,25.23,148.03,1,2.0,0.47,0,1.0
19117,2,21,18,1,0,21.54,86.02,0,2.0,0.57,0,1.0
19118,2,15,12,1,0,24.41,108.36,1,2.0,0.63,0,1.0
19119,2,31,19,1,0,14.78,88.87,1,2.0,0.5,0,1.0
19120,2,14,19,1,0,33.97,130.32,1,2.0,0.59,0,1.0
19121,2,35,22,1,0,25.46,205.03,1,2.0,0.53,0,1.0
19122,2,26,13,1,0,15.72,41.82,1,1.0,0.57,0,1.0
19123,2,24,14,1,0,15.97,37.86,1,1.0,0.54,0,1.0
19124,2,16,22,1,0,24.4,215.67,1,4.0,0.49,1,1.0
19125,2,7,7,0,0,27.5,99.95,1,2.0,0.61,0,0.0
19126,2,9,7,0,0,26.81,63.35,1,2.0,0.59,0,1.0
19127,2,29,24,0,0,20.17,143.88,1,3.0,0.53,0,1.0
19128,2,10,6,0,0,28.31,116.39,1,3.0,0.6,0,1.0
19129,2,8,7,1,0,23.07,52.06,1,2.0,0.58,0,1.0
19130,2,10,16,1,0,25.46,150.97,1,4.0,0.61,0,1.0
19131,2,14,11,1,0,25.32,90.45,1,3.0,0.65,0,1.0
19132,2,17,9,0,0,24.81,99.24,1,3.0,0.58,0,1.0
19133,2,14,15,1,0,23.62,50.07,1,3.0,0.64,0,1.0
19134,2,12,15,1,0,21.85,47.95,1,4.0,0.65,0,1.0
19135,2,5,6,1,0,27.09,138.99,1,3.0,0.57,0,1.0
19136,2,20,9,0,0,21.52,50.42,1,2.0,0.58,0,1.0
19137,2,13,8,1,0,21.05,54.99,1,3.0,0.56,0,1.0
19138,2,33,16,1,1,17.49,701.3,1,2.0,0.42,3,1.0
19139,2,23,22,1,0,23.11,153.45,1,3.0,0.46,1,0.0
19140,2,19,8,1,0,25.04,221.3,1,2.0,0.55,0,0.0
19141,2,11,12,1,0,24.43,135.01,1,2.0,0.54,0,0.0
19142,2,20,21,1,0,24.32,131.7,1,4.0,0.48,0,0.0
19143,2,17,9,1,0,21.81,115.63,1,3.0,0.45,0,0.0
19144,2,12,12,1,0,28.13,138.62,1,3.0,0.49,0,0.0
19145,2,17,14,1,0,16.87,69.64,1,2.0,0.55,0,1.0
19146,2,15,12,1,0,23.81,68.71,1,2.0,0.53,0,0.0
19147,2,40,18,1,0,15.98,67.41,1,2.0,0.5,0,1.0
19148,2,15,5,1,0,21.3,75.85,1,2.0,0.45,0,0.0
19149,2,10,4,1,0,22.0,127.56,1,2.0,0.54,0,1.0
19150,2,17,6,1,0,19.22,94.72,1,2.0,0.53,0,1.0
19151,2,21,13,1,0,19.76,86.01,1,2.0,0.49,0,1.0
19152,2,10,8,1,0,25.38,127.04,1,2.0,0.54,0,0.0
19153,2,44,20,1,0,17.02,66.76,1,1.0,0.49,2,1.0
19154,2,16,13,1,0,27.34,82.39,1,2.0,0.58,1,0.0
19155,2,13,7,1,0,24.95,56.41,0,2.0,0.54,0,1.0
19156,2,20,13,1,0,21.39,47.89,1,2.0,0.47,0,1.0
19157,2,6,5,1,0,33.73,219.69,1,2.0,0.55,0,0.0
19158,2,12,15,1,0,31.56,63.44,1,2.0,0.54,0,0.0
19159,2,18,13,1,0,20.84,36.83,1,2.0,0.59,0,1.0
19160,2,23,17,1,0,30.05,105.08,1,2.0,0.51,0,1.0
19161,2,20,12,1,0,21.81,38.67,1,2.0,0.48,0,1.0
19162,2,11,11,1,0,32.45,58.95,1,2.0,0.57,0,0.0
19163,2,16,12,1,0,27.71,84.1,1,2.0,0.5,0,1.0
19164,2,12,9,1,0,29.43,53.76,1,2.0,0.59,0,0.0
19165,2,13,14,1,0,34.78,105.14,1,2.0,0.54,0,0.0
19166,2,9,11,1,0,25.0,616.67,1,2.0,0.44,0,1.0
19167,2,23,15,1,0,21.87,206.19,1,2.0,0.52,0,0.0
19168,2,25,20,1,0,23.84,306.73,1,2.0,0.48,0,1.0
19169,2,30,17,1,0,20.11,219.7,1,2.0,0.5,0,1.0
19170,2,23,14,1,0,18.43,152.05,1,2.0,0.54,0,1.0
19171,2,31,21,1,0,22.08,320.21,1,2.0,0.44,0,1.0
19172,2,17,13,1,0,33.0,293.9,1,2.0,0.56,0,0.0
19173,2,9,7,1,0,30.25,262.56,1,2.0,0.46,0,0.0
19174,1,9,2,1,0,38.73,148.45,1,1.0,0.48,0,1.0
19175,2,18,15,1,0,33.94,313.14,1,2.0,0.56,0,1.0
19176,2,20,13,1,0,27.09,201.39,1,2.0,0.51,0,0.0
19177,2,21,16,1,0,35.0,294.17,1,2.0,0.52,0,0.0
19178,2,33,13,1,0,21.35,171.57,1,2.0,0.54,0,1.0
19179,2,36,13,1,0,21.71,199.32,1,2.0,0.45,0,1.0
19180,2,11,8,1,0,26.21,68.82,1,2.0,0.51,0,1.0
19181,2,12,8,1,0,24.33,69.83,1,2.0,0.55,0,1.0
19182,2,24,13,1,0,18.05,31.43,0,2.0,0.58,0,1.0
19183,2,19,7,1,0,17.23,32.96,1,1.0,0.58,0,1.0
19184,2,17,7,1,0,27.54,69.56,1,2.0,0.59,0,1.0
19185,2,20,13,1,0,25.85,52.76,1,2.0,0.54,0,1.0
19186,2,20,9,1,0,25.59,49.81,1,2.0,0.54,0,1.0
19187,2,21,11,1,0,17.5,37.34,1,2.0,0.62,0,1.0
19188,2,14,12,1,0,26.81,50.95,1,2.0,0.6,0,1.0
19189,2,20,9,1,0,22.79,32.35,1,2.0,0.57,0,1.0
19190,2,16,12,1,0,25.79,49.68,1,2.0,0.56,0,1.0
19191,2,8,4,1,0,28.5,57.25,1,2.0,0.66,0,1.0
19192,2,17,6,1,0,26.3,47.84,1,2.0,0.61,0,1.0
19193,2,21,13,1,0,21.12,34.62,1,2.0,0.54,0,1.0
19194,2,13,16,1,0,25.21,86.84,1,2.21,0.53,0,0.0
19195,2,14,13,1,0,25.67,64.92,1,1.59,0.51,1,0.0
19196,2,19,17,1,0,22.19,48.98,1,1.81,0.46,0,0.0
19197,2,11,4,1,0,20.47,43.47,1,1.2,0.64,0,0.0
19198,2,12,16,1,0,24.25,45.19,1,2.07,0.53,0,0.0
19199,2,11,14,1,0,24.64,45.16,1,1.72,0.47,0,0.0
19200,2,17,14,1,0,22.81,39.46,1,1.55,0.53,0,0.0
19201,2,24,10,1,0,19.62,25.54,1,1.21,0.44,0,0.0
19202,2,6,3,1,0,40.11,225.11,1,1.89,0.63,0,0.0
19203,2,10,6,1,0,17.5,24.94,1,1.19,0.51,0,0.0
19204,2,18,11,1,0,23.59,48.39,1,1.48,0.53,0,0.0
19205,2,21,11,1,0,25.09,52.31,1,1.22,0.52,0,0.0
19206,2,16,8,1,0,21.08,36.55,1,1.04,0.53,0,0.0
19207,2,10,12,1,0,24.23,48.02,1,1.86,0.55,0,0.0
19208,2,21,18,1,0,27.4,306.8,1,2.0,0.44,0,1.0
19209,2,15,15,1,0,27.5,272.8,0,2.0,0.52,0,1.0
19210,2,15,11,1,0,25.8,276.2,1,2.0,0.56,0,1.0
19211,2,20,14,1,0,27.8,331.3,1,2.0,0.52,0,1.0
19212,2,20,12,1,0,19.1,138.5,1,2.0,0.6,0,1.0
19213,2,4,4,1,0,34.3,248.8,1,2.0,0.62,0,1.0
19214,2,14,16,1,0,29.5,210.1,1,2.0,0.59,0,1.0
19215,2,17,16,1,0,27.1,207.2,1,2.0,0.62,0,1.0
19216,2,7,8,1,0,30.1,221.6,1,2.0,0.6,0,1.0
19217,2,20,16,1,0,24.8,197.2,1,2.0,0.54,0,1.0
19218,2,13,13,1,0,29.5,252.5,1,2.0,0.59,0,1.0
19219,2,20,15,1,0,23.9,169.2,1,2.0,0.56,0,1.0
19220,2,23,12,1,0,31.7,313.2,1,2.0,0.55,0,1.0
19221,2,15,14,1,0,26.7,157.8,1,2.0,0.59,0,1.0
19222,2,30,19,1,0,19.39,135.64,1,2.0,0.52,0,1.0
19223,2,15,16,1,0,24.87,53.49,1,2.0,0.55,0,0.0
19224,2,11,13,1,0,25.29,120.17,1,2.0,0.63,0,1.0
19225,2,27,20,1,0,20.91,90.43,1,2.0,0.49,0,1.0
19226,2,22,22,1,0,25.55,106.68,1,2.0,0.49,0,1.0
19227,2,17,15,1,0,25.44,53.72,1,2.0,0.56,0,1.0
19228,2,20,15,0,0,16.6,35.52,1,2.0,0.57,0,1.0
19229,2,20,11,1,0,18.03,34.11,1,2.0,0.57,0,1.0
19230,2,26,25,1,0,21.53,74.49,1,2.0,0.51,0,1.0
19231,2,25,15,1,0,22.05,51.66,1,2.0,0.53,0,1.0
19232,2,6,6,1,0,29.33,82.22,1,2.0,0.64,0,0.0
19233,2,27,17,1,0,22.93,69.73,1,2.0,0.48,0,1.0
19234,2,24,30,1,0,25.15,89.2,1,2.0,0.56,0,1.0
19235,2,27,21,1,0,25.67,62.03,1,2.0,0.53,0,1.0
19236,2,16,12,1,0,22.34,65.09,1,2.0,0.45,0,1.0
19237,2,10,15,1,0,22.32,59.16,1,2.0,0.44,0,1.0
19238,2,8,5,1,0,21.15,37.58,1,2.0,0.55,0,0.0
19239,2,12,16,1,0,25.04,40.03,1,2.0,0.5,0,1.0
19240,2,10,8,1,0,25.33,50.97,1,2.0,0.54,0,1.0
19241,2,12,12,1,0,17.67,26.12,1,2.0,0.53,0,1.0
19242,2,15,10,1,0,16.88,18.43,1,2.0,0.48,0,1.0
19243,2,17,20,1,0,30.68,137.45,1,2.0,0.43,0,1.0
19244,2,6,11,1,0,20.71,35.23,1,2.0,0.5,0,0.0
19245,2,14,12,1,0,24.65,53.19,1,2.0,0.54,0,1.0
19246,2,20,13,1,0,24.15,50.43,1,2.0,0.49,0,1.0
19247,2,15,13,1,0,27.68,45.75,1,2.0,0.52,0,1.0
19248,2,12,6,1,0,21.83,20.47,1,2.0,0.55,0,1.0
19249,2,16,15,1,0,28.84,75.13,1,2.0,0.5,0,1.0
19250,2,16,12,1,0,20.75,96.21,0,2.0,0.47,1,1.0
19251,2,17,10,1,0,26.0,72.87,1,2.0,0.56,0,0.0
19252,2,13,13,1,0,25.04,50.27,1,2.0,0.55,0,1.0
19253,2,12,10,1,0,22.86,38.01,1,2.0,0.62,0,1.0
19254,2,11,7,1,0,20.39,40.98,1,2.0,0.6,0,1.0
19255,2,46,30,1,0,23.96,91.51,1,2.0,0.49,0,1.0
19256,2,18,10,1,0,21.54,36.33,1,2.0,0.54,0,1.0
19257,2,17,12,1,0,20.45,51.08,1,2.0,0.58,0,1.0
19258,2,14,11,1,0,27.24,40.32,1,2.0,0.56,0,1.0
19259,2,11,9,1,0,20.85,24.99,1,2.0,0.63,0,1.0
19260,2,41,25,1,0,22.14,71.29,1,2.0,0.58,0,1.0
19261,2,4,5,1,0,30.44,43.46,1,2.0,0.67,0,1.0
19262,2,21,12,1,0,25.52,53.64,1,2.0,0.56,0,1.0
19263,2,16,15,1,0,26.45,39.11,1,2.0,0.6,0,1.0
19264,2,17,17,1,0,24.39,217.65,1,3.0,0.46,4,1.0
19265,2,25,21,1,0,18.5,150.82,1,2.0,0.42,1,1.0
19266,2,20,7,0,0,16.22,42.28,1,1.0,0.53,0,1.0
19267,2,11,13,1,0,26.78,126.14,1,2.0,0.59,0,1.0
19268,2,15,13,1,0,22.04,33.07,1,2.0,0.59,0,1.0
19269,2,17,11,1,0,18.96,63.65,1,2.0,0.59,0,1.0
19270,2,25,15,1,0,23.78,101.09,1,1.0,0.47,0,1.0
19271,2,10,10,1,0,26.1,85.89,1,1.0,0.65,0,1.0
19272,2,11,12,1,0,27.74,77.85,1,2.0,0.66,0,1.0
19273,2,14,10,1,0,26.38,54.92,1,1.0,0.59,0,1.0
19274,2,13,14,1,0,24.56,38.95,1,2.0,0.61,0,1.0
19275,2,23,16,1,0,21.33,52.97,1,2.0,0.54,0,1.0
19276,2,13,9,1,0,24.77,39.97,1,1.0,0.62,0,1.0
19277,2,14,18,1,0,33.59,143.8,1,3.0,0.51,1,1.0
19278,2,20,21,1,0,20.8,133.9,1,2.0,0.52,2,1.0
19279,2,11,17,1,0,23.54,102.87,1,2.0,0.58,0,0.0
19280,2,12,18,0,0,25.2,117.96,1,3.0,0.63,0,0.0
19281,2,11,13,1,0,23.75,125.66,1,2.0,0.64,0,0.0
19282,2,12,8,1,0,25.35,50.98,1,1.0,0.67,1,1.0
19283,2,11,16,1,0,26.52,62.15,1,2.0,0.62,0,0.0
19284,2,15,13,1,0,19.5,33.36,1,2.0,0.52,0,1.0
19285,2,12,10,1,0,23.27,43.85,1,2.0,0.67,0,0.0
19286,2,11,13,1,0,25.62,84.09,1,3.0,0.64,0,0.0
19287,2,26,24,1,0,22.44,55.6,1,2.0,0.54,0,0.0
19288,2,13,11,1,0,22.58,30.5,1,2.0,0.53,0,0.0
19289,2,9,11,0,0,24.05,30.23,1,2.0,0.66,0,0.0
19290,2,11,14,1,0,27.04,50.9,1,3.0,0.59,0,0.0
19291,2,16,17,0,0,20.27,34.28,1,2.0,0.56,0,1.0
19292,2,15,12,1,0,23.29,121.67,1,2.0,0.46,0,1.0
19293,2,11,9,1,0,27.05,157.56,1,1.0,0.54,0,0.0
19294,2,10,10,1,0,28.75,109.13,1,2.0,0.54,0,1.0
19295,2,11,10,1,0,24.95,61.71,1,2.0,0.53,0,1.0
19296,2,25,15,1,0,30.7,208.88,1,2.0,0.38,0,1.0
19297,2,8,5,0,0,26.15,102.77,1,1.0,0.59,0,1.0
19298,2,7,4,1,0,24.18,61.42,1,1.0,0.59,0,0.0
19299,2,11,11,1,0,32.05,80.25,1,2.0,0.54,0,0.0
19300,2,5,3,1,0,29.88,83.35,1,1.0,0.6,0,0.0
19301,2,15,13,1,0,22.69,54.18,1,2.0,0.46,0,1.0
19302,2,23,17,1,0,24.55,44.99,1,2.0,0.45,0,1.0
19303,2,10,7,1,0,27.53,68.65,1,1.0,0.54,0,1.0
19304,2,10,9,1,0,28.32,53.65,1,1.0,0.54,0,1.0
19305,2,21,18,1,0,27.87,59.74,1,2.0,0.46,0,1.0
19306,2,20,9,1,0,21.55,117.97,1,2.0,0.57,1,1.0
19307,2,20,11,0,0,24.13,111.64,1,1.0,0.59,0,1.0
19308,2,18,15,1,0,27.03,87.27,1,2.0,0.64,0,1.0
19309,2,20,17,1,0,28.24,82.28,1,2.0,0.59,0,1.0
19310,2,18,15,1,0,25.61,82.98,1,2.0,0.64,3,1.0
19311,2,6,5,1,0,28.5,91.83,1,2.0,0.79,0,0.0
19312,2,20,10,1,0,19.67,57.35,1,1.0,0.64,2,1.0
19313,2,20,15,1,0,33.29,120.9,1,2.0,0.66,0,1.0
19314,2,10,5,1,0,23.0,57.11,1,1.0,0.65,0,1.0
19315,2,9,8,1,0,35.11,84.61,1,2.0,0.71,0,1.0
19316,2,16,14,1,0,30.3,79.03,1,2.0,0.69,1,0.0
19317,2,16,18,1,0,27.12,73.78,1,2.0,0.66,0,1.0
